"tweet","label"
"Notice to travellers 04 Apr ZBF - YGP flights could be affected by the snow. Mods of reserv. toll free: http://t.co/46lFhE9ZhL. / PD","0"
"Travel Alert  04APR ZBF-YGF. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Travel advisories 04AVR - ZBF - YGP info, flight, mods of reserve status. toll free: http://t.co/j6Q9rcq8zw. http://t.co/AxghJTHuem","0"
"Travel Alert  04APR ZBF-YGP Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw. http://t.co/xfGz8NApta","0"
"Travel Alert April 10th for ZBF/YGP/YGR/YYY/YBC due to snow and freezing rain change fees waived http://t.co/xq6nykq6y8.","0"
"Travel Alert for YQY  for Friday April 10th  to Saturday April 11th  12h00pm gusty winds/freezing rain. Fees waived http://t.co/lKSmOBQ0As","0"
"Notice to travellers from 10 APR-11 APR midi on YQY, no change on http://t.co/PvRLxT4Ipr fees","0"
"Travel Alert Apr 20: LGA/PHL/EWR/JFK.Details, Flt Status &amp; rebook online. Change fees waived:http://t.co/OXl7hTlKuD. http://t.co/vWxzfmnUDq","0"
"Notice to travellers-20 April: LGA/PHL/EWR/JFK.Infos, flight status, reserv without costs: http://t.co/n9q5K5RTdH http://t.co/LLHeNxJHfp mods","0"
"Travel Alert  April 4th: YUL, Flt Status &amp; rebook online. Change fees waived: http://t.co/65qPKO788r.","0"
"Notice to travellers - 20 April: YUL. News, flight status, modifications of reservation toll free: http://t.co/C4bw8ezt3G","0"
"Travel Alert  April 20th: YUL, Flight Status &amp; rebook online. Change fees waived: http://t.co/zEsg9h7A2j.","0"
"Travel Alert TUE 21 APR YZV due to SNOWFALL WARNING 25 cm snow and wind gusts  rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers Tuesday 21 Apr YZV. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert Apr 24/25: Buenos Aires (EZE) due volcano. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/baFdah1yC8 .","0"
"Travel Advisory: 24/25 Apr, Buenos Aires (EZE). News, flight status, modifications of reserv. toll free: http://t.co/5k7VsjIyJf.","0"
"In memoriam: Claude I. Taylor, OC, FMCA, LL.D., Chairman Emeritus. May 20, 1925-Apr 23, 2015 http://t.co/71b2Kf78BL http://t.co/qGO4os18jZ","0"
"In memoriam: Claude I. Taylor, O.C., F.C.M.A., LL. D., Emeritus pres. May 20, 1925-23 Apr 2015 http://t.co/faQVgvlIgf http://t.co/hiT3isRe5O","0"
"Today it is @canfilmday! Enjoy our entertainment system to discover a production of here! http://t.co/RLDr9iV7aC","0"
"It's National Canadian Film Day! Watch Canadian movies on our in-flight entertainment system! @canfilmday http://t.co/Ghxxi6XLZx","0"
"A few treats await the passengers of flight AC933 tonight. Celebration at #FLL at gate D4! #ACAdoreMaman","0"
"We have prepared a special surprise for passengers onboard AC933 from #FLL to #YUL. It_ 0_ 9s a celebration at gate D4! #ACheartsMom","0"
"The AC933 flight is completed: the passengers are all smile! Let the feast begin! #ACAdoreMaman http://t.co/gj3WI3xkcy","0"
"Live from the AC933 flight: we soon spoil a MOM with a gift basket filled with items from our shop! #ACAdoreMaman","0"
"Travel Alert _ 0_ May 9-10: Rome (FCO). Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw. http://t.co/aISL18MhJ5","0"
"Advisories - 9-10 may: Rome (FCO). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw http://t.co/3yR9DurKPQ","0"
"Happy Mother's day to moms, especially to those who travel with family! http://t.co/w9s2V3ApLI #ACadoreMaman http://t.co/7ss9x1vTvW","0"
"Happy Mother's Day to all moms, especially those travelling with their families! http://t.co/9UjHLmRYMX #ACheartsMom http://t.co/oGdffpGOYv","0"
"Travel Alert _ 0_ May 11: Chicago (ORD). Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw http://t.co/qRHfyaqysq","0"
"Notice to travellers - may 11: Chicago (ORD). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw http://t.co/z1Zz1yPqOd","0"
"Happy #MothersDay! We wish mother and daughter well as they arrived in Tokyo safe and sound on AC009 today: https://t.co/BTZcwIYhlf","0"
"Merry #FeteDesMeres! Good luck to a mother and her daughter arrived unharmed. Tokyo; flight AC009: https://t.co/BTZcwIYhlf","0"
"Travel Alert _ 0_ May 11: Chicago (ORD) and Toronto (YTZ). Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  May 18-19: St. John's (YYT). Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - may 18-19: St. John's (YYT). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  May 19: YYT, LGA, EWR &amp; JFK. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 19 may: YYT, LGA, EWR and JFK. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"RIP Mr. Taylor RT @globeandmail: Claude Taylor: Air Canada pioneer guided company to success http://t.co/b58FveLNll","0"
"Travel Alert  May 31: Toronto YYZ &amp;.YTZ; Details, Flight Status &amp; rebook online. Change fees waived:  http://t.co/29jJYKBsLM .","0"
"Notice to travellers - 30 may: Toronto YYZ and YTZ. News, flight status, modifications of reserv. toll free: http://t.co/k9Sp6po6pt.","0"
"Travel Alert  May 30: Toronto YYZ &amp;.YTZ; Details, Flight Status &amp; rebook online. Change fees waived:  http://t.co/GaHJb8L2fA  .","0"
"Travel Alert  May 31: USNE (LGA/EWR/PHL/BOS/DCA); Details, Flight Status &amp; rebook online. Change fees waived:  http://t.co/PO5PsmKN0p  .","0"
"Notice to travellers - 31 May: LGA/EWR/PHL/BOS/DCA. News, flight status, modifications of reserv. toll free: http://t.co/QLyNCflL2M.","0"
"Warning to travellers 1 June: LGA and YMM. Details, flight status and change free of charge http://t.co/khVUSDx8Yn.","0"
"Travel Alert June 2: New York (LGA). Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rc8xaW http://t.co/awPYpeQCJx","0"
"Notice to travellers - June 2: New York (LGA). News, flight status, mods of reserv toll-free: http://t.co/j6Q9rc8xaW http://t.co/EjODXVxbwW","0"
"Notice to the passenger-8 June: Billy Bishop (YTZ). News, flight status, reserv without costs: http://t.co/GqsH7DSWvK http://t.co/0e8yZ0QDi4 mods","0"
"Travel AlertJune 8: St-John's (YYT).Details,Flt Status &amp; rebook online.Change fees waived: http://t.co/wjIy5jajEf  http://t.co/kCfOYNRPSw","0"
"Travel Alert  June 10: Toronto, Montreal &amp; Ottawa. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - June 10: Toronto, Montreal and Ottawa. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Tentative agreement w/ Unifor acknowledges contribution of our customer service &amp; sales agents to AC's success: CEO http://t.co/YR61Y3gypp","0"
"@these5fergusons Hi Rob, can you please clarify your question? /nm","0"
"Travel Alert  June 15: New York (LGA). Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - June 15: New York (LGA). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  June 15: Toronto (YTZ). Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 15 June: Toronto (YTZ). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  June 16: New York (LGA). Details, Flight Status &amp; rebook online. Change fees waived:  http://t.co/QumECilZO6 .","0"
"Notice to travellers - 16 June: New York (LGA). News, flight status, modifications of reserv. toll free: http://t.co/TNTo9VcivW.","0"
"Travel alert for Rome #FCO: our check-in counters have been temporarily relocated to Terminal 5. More details: http://t.co/OlT8IgCZXi","0"
"#Cinma and mode make good Bedfellows! Vote and your favourite film could be broadcast on board: http://t.co/JErvtHQ7SY http://t.co/JHkkBOfQTs","0"
"Travel Alert  June 23: BWI, BOS, EWR, JFK, LGA, PHL &amp;, DCA. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw","0"
"Notice to travellers - 23 June: BWI, BOS, EWR, JFK, LGA, PHL, and DCA. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw","0"
"Notice to travellers - June 23: St. John's (YYT) and Rome (FCO). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rc8xaW.","0"
"Fancy up your holiday meal with tips from our newest onboard chef, @TomDouglasCo: http://t.co/1b90rOtl85 http://t.co/ww7TKluR0R","0"
"Ready to lead the way. #HappyHolidays http://t.co/nAot4CAlAe","0"
"Happy Holidays! #GoHawks RT @DangeRussWilson: First Class seats for teammates &amp; @seahawks org! Thanks @alaskaair... http://t.co/DfyaK4Sk5s","0"
"Merry Christmas! Thanks for flying with us. http://t.co/v3oDIVoVdh","0"
"Hope you enjoyed priority boarding with your #3 @DangeRussWilson jersey #GoHawks RT @DangeRussWilson land: Seattle to sunny San Diego on...","0"
"Travel Advisory: Winter weather may impact travel. Info for customers traveling through BWI, BOS, DCA, EWR &amp; PHL: http://t.co/k9AJqXsyVt","0"
"Travel Advisory: Winter weather may impact Southeast Alaska flights. More details: http://t.co/2usyoEtZnD #Alaska http://t.co/gEZELrCbEg","0"
"Travel Advisory: Winter weather may impact flights to and from Boston. More details: http://t.co/smJhOwveWc http://t.co/mkTFqX438p","0"
"Happy National Drink Wine Day! What's your favorite varietal? #Cheers http://t.co/5GSQEAReGK","0"
"Traveling to the East Coast? Yet another storm is brewing. Options for travelers wishing to change their plans: http://t.co/f5sCbWqZB5||","0"
"Travel Advisory: Winter storm #Thor may impact flights to &amp; from BOS, EWR, PHL or BWI. http://t.co/knLaVoVBMv http://t.co/M200PZx1lw","0"
"Several of our theme planes have a hint of green, perfect for #StPatricksDay. Can you guess them all? #AvGeeks http://t.co/4jHvCWNHVB","0"
"Advisory: Due to network connectivity issues, many of our internal computer systems are unavailable. We'll keep you updated.","0"
"Update: We appreciate your patience &amp; apologize for the inconvenience. Our website is back up; you can book, change &amp; check in for flights.","0"
"Happy Easter! http://t.co/5XOXTu7jAD","0"
"Please welcome our newest Social Care agents, Ryan and Gabe! Our team is here for you 7 days a week. http://t.co/u0RHkU7uPt","0"
"Happy Mother's Day!","0"
"Join our award-winning team! We're hiring in IT, Sales &amp; Marketing, and more:  http://t.co/NSGmAsgDp3 http://t.co/iTeAZcQphM","0"
"Inspiring the next generation of #AvGeeks at our 2015 Aviation Day. See the photos: http://t.co/f5502YG52K http://t.co/oAoK6NNGT0","0"
"Glad we can help! MT @AngelFlightWest: @AlaskaAir 178 just departed KTN on an #AngelFlight to bring Cynthia to medical treatment at no cost.","0"
"Inside our Flight Ops: class is in session for future flight attendants. Only a couple weeks left 'til graduation! http://t.co/BP4HWre3yY","0"
"Travel Advisory: Hurricane #Blanca may impact travel to/from Mexicos Baja Peninsula. Details: http://t.co/GqLt1meytx http://t.co/Ugmls50bZz","0"
"Roberta N. of Kotzebue, AK won a trip to Seattle thanks to our #Canoche sweepstakes. Tonight she met @RobinsonCano! http://t.co/T5tZgEDxYq","0"
"We're expecting some rough weather in the Midwest tomorrow. Please check your travel options &amp; flight status here: http://t.co/ekW5zrGxBa.","0"
"May your Christmas be merry and bright. #ShareWonder [Photo: @MarcoScherer] http://t.co/o6KA99IywF","0"
"Winter weather may affect travel in #DFW and #LAS. Check here for options: http://t.co/Mkrw0MyOWg","0"
"Whats your favorite bird in our fleet? #NationalBirdDay  [Photo: @ordspotter] http://t.co/0275AVOJLJ","0"
"_kissedbykay We don't like what we're hearing. Have we located your baggage?","0"
"Fancy a free hug, @British_Airways? #NationalHugDay #oneworldlove","0"
"The Amaranayaka brothers will have you #seeingdouble. They joined the #AATeam on the same day, in the same position. http://t.co/8kAjqpkWfJ","0"
"The Amaranayaka brothers joined the #AATeam on the same day, in the same position. Read more: http://t.co/hECGOos9DZ. http://t.co/KzR1gIGsrD","0"
"Winter storm #Linus is bringing snow to the Central US. Check here for travel options: http://t.co/Mkrw0MyOWg","0"
"Weather continues to be messy in the #Midwest. Be sure to check the status of your flight here: http://t.co/xiwDRQnAaX.","0"
"Brrrr! Winter weather is heading to the Central U.S. Check your travel options here: http://t.co/sb5hHYhL8x  #Pandora","0"
"Winter weather is making its way to @dfwairport. Check your travel options here: http://t.co/sb5hHYzm05 #DFW","0"
"#Winter weather continues to impact the U.S. Please check here for the latest travel options: http://t.co/sb5hHYzm05 http://t.co/CDCS01gzTv","0"
"@bex_roy We're so sorry for the issues. We've had really bad weather at one of our major hubs and helping customers as quick as we can.","0"
"Snow in #DFW is causing delays. Were working hard to get everyone safely on their way as soon as possible.","0"
"The northern U.S. is experiencing more #winter weather. Check your travel options here: http://t.co/sb5hHYzm05  #Sparta","0"
"More #winter weather may be headed to the South Central U.S. tomorrow. Check here for travel options: http://t.co/sb5hHYhL8x","0"
"Winter weather is headed to the Northeast. #SpringWhereAreYou  Check here for travel options: http://t.co/sb5hHYzm05","0"
"On 3/28 well begin moving Dividend Miles accounts into the #AAdvantage program. This will take several days: http://t.co/YNgkRtGhUS","0"
"Dividend Miles award bookings will not be available as of 3/26, so book travel now. #AAdvantage Learn more: http://t.co/YNgkRtXSMq","0"
"@kodiak35124 Please contact our Customer Relations team, Travis. Our apologies for the frustration.  http://t.co/ShFB7JpoZL","0"
"If your travel plans have been affected by the Chilean volcano, options are available: http://t.co/ekW5zroWt6","0"
"Calories don_ 0_ 9t count on Fridays. Happy National Chocolate Chip Cookie Day! http://t.co/iVzLyE5CI3","0"
"Today, we salute those who made the ultimate sacrifice. Join us in honoring them: http://t.co/YFNuZkyvts #MemorialDay http://t.co/hP7OPwTP0S","0"
"Flexibility options are available for those affected by the flooding in Oklahoma and Texas: http://t.co/sb5hHYzm05","0"
"We have issued a Travel Notice for select cities in Texas due to Tropical Storm Bill. For flexibility options: http://t.co/sb5hHYzm05","0"
"Merry Christmas! Thanks to all of our wonderful passengers and fans, we are blessed this holiday_ http://t.co/nS06iEOnWj","0"
"Happy Friday! How will you wind down this weekend? #ASIANA380 #FirstSuite #AsianaAirlines #weekend http://t.co/CJXxQkGnq3","0"
"Due to winter storms in #NYC, flights OZ221/222 (JFK-ICN routes) have been cancelled on 27JAN http://t.co/S6dvlHTE0j http://t.co/sEzqIWQpSF","0"
"Happy #TravelTuesday! RT @Fans_A380 #A380 @AsianaAirlines http://t.co/FHmMgxBFIH","0"
"[ATTN] Our website will be undergoing maintenance on Tuesday, June 9th and some online services will be limited during 12:00 ~ 15:00 PDT.","0"
"We apologize for the inconvenience presented. By technical failures, the #RutaSorpresa of today has been cancelled. ","0"
"@@FndoSolorzano for us is very important to your situation, therefore we want to follow us and we expand your experience of (Cont)","0"
"@@FndoSolorzano service by direct message to be able to collaborate. We are attentive, greetings!","0"
"The new American Way is looking so fly with the @FooFighters. Grab the latest issue in-flight today. http://t.co/BrW6IqCyKb","1"
"#ASIANA380 is finally here in New York City. #JFK #Airbus #A380 http://t.co/0IMA5dBgYp","1"
"With 100,000 miles you could First Class to Hawaii, take 4 round trips in the US, or fly business class to Europe. https://t.co/Q9hs6N0ug6","1"
"To see: the great traveler @trevor_linden recalls her most memorable trip! http://t.co/zly37Mgqj1","1"
"#USA: take advantage of this promo and discover the beautiful city of #Bogot. Book now! http://t.co/4Leffo6Hd5 http://t.co/xc9k1Od2RG","1"
"Dreaming of warmer weather? Book your next adventure today http://t.co/81sScMNqqF http://t.co/reKj4MRc96","1"
"[MY]The AirAsiaTravel Fair 2015 is now launched!Come over to @gurneyparagon to enjoy the 20%off all seats,all flights http://t.co/4WwAggSnYX","1"
"45 minutes until game time! Are you at the Air Canada Centre? #GoCanadaGo #WJC2015","1"
"Haven't tried our Economy Class yet? You should! We've just won this year's World's Best Economy Class by #SKYTRAX! http://t.co/k8VnEONrsO","1"
"Head over to Penang with our 20% off promo &amp; taste the local bites: Char Kuey Teow, Asam Laksa, Cendol &amp; more! Book@ http://t.co/NunLGqPMB6","1"
"Touchdown! $9,000 now for @strongvscancer! Way to go @DangeRussWilson and team! #CARvsSEA http://t.co/cp76JpJtfm","1"
"Need some flexibility with your travel plans because of winter storm #Marcus? See here for details: http://t.co/sb5hHYzm05","1"
"Just a few of our favorite #AlaskaBeyond things... http://t.co/nlzhCUHkOF","1"
"Frequent Flyers. We have something just for you. https://t.co/ltgjGyPfAL","1"
"RT @Benyaminismail: Arrived in my next city. Guess where I'm doing my night jog #BenSaysHeyMate http://t.co/a587kWdrZI","1"
"Join #JadoreMexico: a chance to fly you to #MEX! http://t.co/XcvxGNUKGT Photo: Vincent Brillant http://t.co/2kla2NoVho","1"
"Let us know your favorite product from our shop, you could receive a $ 250 discount coupon! #ACadoreMaman","1"
"#En2015Quiero to live the best #AviancaMoments in the Capital of the world. New York is waiting for you https://t.co/x0tUUaRCfE","1"
"Got a 777  goin up, on a Tuesday_#AvGeek (Photo: @greglinton13) http://t.co/WJdB3ZHa4E","1"
"Enter our #LoveForAmsterdam contest for a chance to win a flight to #AMS! http://t.co/LD39EdCjyK Photo: @punkodelish http://t.co/GWlQaouRYp","1"
"Travel correspondent @cjmcginnis reviewed our #NewBusinessClass cabin on a recent trip from @flySFO to @DublinAirport http://t.co/KHNt3g6gCr","1"
"We're giving you a chance to win a free roundtrip ticket to #Korea! Enter our #sweepstakes: http://t.co/p4YVLsI7Wl http://t.co/L2OZr7BUBB","1"
"Getting that #wanderlust started early. Get your fill of adorableness with #TravelTots: http://t.co/yk3j9iMOga http://t.co/ekVsSTMDeo","1"
"With 20% OFF All Seats, All Flights, you can save more and spend more on shopping! Book now @ http://t.co/NunLGqPMB6 http://t.co/K30ULfdjC3","1"
"[MY] Penang-Medan only RM61! Get #aatf2015 only in Penang! Lake Toba awaits!","1"
"In what year did we receive our first #Boeing767? Find the answer here: http://t.co/UClzh7a6zz #tbt http://t.co/LXLtlbUupm","1"
"Live the history of the Mexican capital thanks to our new flight nonstop to #MEX from #YUL #ACDestinations http://t.co/xAla53RzoF","1"
"What's it like to work in the aviation industry? Students are finding out at #AlaskaAirlines Aviation Day. #AvGeek http://t.co/2RQ51udAB0","1"
"Breeze through the airport with our Self Check-in service options. Click to find out how! http://t.co/irhYZeNx9k https://t.co/pdDqGBVIRT","1"
"#Espaa: discover the beauty of #Ecuador with this promo. Book here: http://t.co/MTNVPIdW3o http://t.co/Fnv646t6Pr","1"
"Bet these birds wish they'd flown south for the #winter... http://t.co/Z9hMDZ9tSh","1"
"Love to #runhappy! RT @biscuiterie: Love how @AlaskaAir &amp; @brooksrunning have partnered to promote destination races: http://t.co/P2Kk3YjhjB","1"
"Fly from #DFW to #BuenosAires w/ #EZE on the @BoeingAirplanes #Dreamliner. Take the tour: http://t.co/QvWO5VP7no http://t.co/Mqulhb79PU","1"
"RT @BoeingAirplanes: Thanks to our hometown partner @AlaskaAir for ordering 6 more 737-900ERs. http://t.co/QwGmixHORo #Boeing http://t.co/I_","1"
"Beyond Entertainment  enjoy your fav movies &amp; TV shows direct to your own device for free for two more months! http://t.co/qi1XrmMten","1"
"We'll be announcing our #BTS concert tix and meet &amp; greet winner shortly! Drumroll please... http://t.co/f47PDfPOSY","1"
"Because even a #unicorn knows the best airline to fly.  [Pic: @unicornchronic] http://t.co/Ifmiq8gHgl","1"
"#Per: live the beauty of #BuenosAires, our #DestinoDelMes with excellent rates! http://t.co/lmc4sEmtvp http://t.co/PM1zVgjaiD","1"
"RT @aireenomar: Come to #AirAsia Travel Fair this wkend Paradigm Mall K. Jaya.20% discount on all flights.Also buy 1 free 1 for Macau.Hurry_","1"
"Photographer @punkodelish montera our 1st flight to #AMS tonight! Stay tuned! #JadoreAmsterdam http://t.co/WSTjeNXUBP","1"
"For those who tweeted us to win tickets to the #BTS concert in NYC, we'll be announcing winners on Friday! Thanks for the entries! #BTSArmy","1"
"24hrs FLASH SALE! Fly to Hatyai/Surat Thani: RM59; Siem Reap/Saigon/Padang: RM79 @ http://t.co/1dDC7ZTAGf http://t.co/qo31UWGvQv","1"
"Los Angeles, Portland, Chicago &amp; more on sale from #Anchorage. Where do you want to go? http://t.co/fIl5W9CUdp http://t.co/OE2ZhZCRkC","1"
"Fly our @BoeingAirplanes #Dreamliner beginning 5/7 (DFW-ORD), intl 6/2 (DFW-PEK) &amp; 6/4 (DFW-EZE). Book starting 2/14 http://t.co/nmsUuB9qd6","1"
"Travel like a pro with these time-saving tips: http://t.co/oR9BtdUwGt http://t.co/G5ST25iHLd","1"
"KL Kota Bharu-only RM 21.20 (shuttle) Jom pakat back breaking fast at Ramadan village ni http://t.co/aYeChPAMag http://t.co/acvbSBzWr0","1"
"8 seconds of Fame on the screens in Times Square is possible with #AviancaMoments: http://bit.ly/1wASCuS ","1"
"We have the most nonstops in the world. On 5/7, that will include #DFW to #PEK. Book Beijing: http://t.co/WVGg6nTTTh. http://t.co/qXZbivncJa","1"
"The #FondationAirCanada is proud to support the 17th annual benefit evening of the #femmes Centre of Montreal tonight! #collectedefonds","1"
"We're so proud to see @tonyfernandes on the @TIME 's 100 Most Influential People list! Hashtag yr wishes #TIME4Tony http://t.co/BUJT899KqF","1"
"#Nicaragua: enjoy the beautiful beaches of #Belice, our #DestinoDelMes. Book here: http://t.co/jXPpqLrUw7 http://t.co/YPVYtTFvnv","1"
"En route to the victory! The Maple Leafs of #Toronto boarded a flight from the TCA in October 1964. http://t.co/6NZ5lvUORU","1"
"This Employee Appreciation Day, were especially thankful for Magdolio and our #AATeam. http://t.co/tspZ84a0RC","1"
"#USA: Take advantage of these fares and discover beautiful #Bogota. Book now! http://t.co/1bBTe4DktX http://t.co/1e4faJvBfh","1"
"Any Mister Potato Head fans here? Grab these toys @ RM18 each when u purchase Kids' Meal onboard for your lovely kids http://t.co/6KvnnCvm6X","1"
"And we're off with a water cannon salute! We're proud to support the @tsrhc Amputee Ski Trip. #TSRHSkiTrip https://t.co/aP4IlcmpLr","1"
"#Colombia: Travels to our #DestinoDelMes with unbeatable rates. Book here: http://bit.ly/12pNPl2 ","1"
"Fly with a friendly face (and some great #flightdeals). But hurry, some deals expire soon! http://t.co/Qwqh7E5sNE http://t.co/K1YIAScHI0","1"
"The #FondationAirCanada is pleased to support @SACHtweets and its fundraising Bowl Your Heart Out tonight! #humanitaire #soinpdiatrique","1"
"Help is the most beautiful destination and with your miles, you can achieve it. Contributes to the #BancoDeMillas: http://t.co/KSyKl0awXM http://t.co/pjH0zoQELF","1"
"How the #improv troupe of Tina Fey, Bill Murray &amp; Steve Carell can make you better in biz: http://t.co/PPUDsWp8oN","1"
"#En2015Quiero that all our users connect with their best #AviancaMoments https://t.co/2wPKElI4Fh","1"
"Taking off today to Atlantic City, our newest destination! @TorontoPearson-@AC_Airport #FLYACY http://t.co/U05iZoNJbu","1"
"Today's travel inspiration: #Bermuda, more than just beaches! http://t.co/EHU9aDYsJs #ACdestinations http://t.co/merMM5vbDr","1"
"#Colombia: take advantage of this promo and flies to destinations in #Brasil or #BuenosAires. Book now! http://t.co/ZgxhGulvQ7 http://t.co/89QeIwA70J","1"
"RT @TorontoPearson: What does it mean to be a global hub airport?  Come and take a look: http://t.co/kOvVDVVFDL #AviationHub #topoli #onpoli","1"
"When in #Tokyo, don't miss the otaku paradise #Akihabara! It's the best place to find electronics, anime &amp; manga! http://t.co/q4NlV9wSY9","1"
"The lure of food is always strong in Macau,but it becomes even stronger when u read this: http://t.co/Qn20Bnq3Gn Book:http://t.co/aYeChPSn1O","1"
"We_ 0_ 9ve got a great line-up of judges in the 2015 #CopperRiverSalmon cook-off. http://t.co/xMX4TOeyre","1"
"It's game day! Every time @RobinsonCano or a @mariners teammate hits a home run, we donate miles to @MakeAWishAKWA. http://t.co/4zARQ5QkHW","1"
"Oh the places you can go! Fast Dash #flightdeals starting at $59 o/w til 1pm (PT) http://t.co/WKXVswlDCN Terms apply http://t.co/qzd6jhuXww","1"
"#Per: visit the Plaza Avianca in Asia and make your taste buds travel by some of our destinations. http://t.co/YhvD5yBtxF","1"
"#Christmas came early for us  we hit the 1 million follower mark today! #ThanksAMillion for following @AmericanAir. http://t.co/bntQn4Q62e","1"
"From front to back, Instagram follower vancouver_aviation captures the sleek lines of our #Boeing787 http://t.co/yqDppi9ife","1"
"#Per: City of #Mxico is our #DestinoDelMes. Take advantage of this opportunity and book now! http://t.co/bZqfllCrL9 http://t.co/dGnOqCCApD","1"
"#Per: City of #Mxico is our #DestinoDelMes. Take advantage of this opportunity and book now! http://bit.ly/1ykyH5n ","1"
"Fly from #Eugene to San Jose with double miles + deals from $69 o/w. Buy by 6/15 + Terms: http://t.co/cLiANdxjqx http://t.co/9JSsCxCOqu","1"
"To read in the @enroutemag this month: #RiodeJaneiro, gourmet destination! http://t.co/aFbCH5SqXL #ACAdoreRio http://t.co/0PeTxnqhmo","1"
"View from the window seat: SEA&gt;SFO #AvGeek #SFO http://t.co/M1uUgIeJik","1"
"Basketball fever takes flight in Toronto. Air Canada and the entire country sing 'We the North'! http://t.co/SZpFIuziLa","1"
"Want to know what it's like to be on #FirstClass? Here's a great photo review we've found: http://t.co/6QndnhM4M2","1"
"Fire up your BBQs! Earlier today we delivered a fresh catch of #CopperRiverSalmon to the NW. http://t.co/641WHW16eJ http://t.co/33zjB36oZW","1"
"#Istanbul awakens the senses and calms the mind. Plan your stay right now: http://t.co/6uvnqHnx8U http://t.co/dM2WtpGcVB","1"
"Let us help you plan your dream holiday at Palawan, voted the world's best island! Read: http://t.co/dT9fwFzYDS http://t.co/a4RB8jiUcU","1"
"Sab_as que un RT y #AviancaMoments te pueden llevar a #NuevaYork? Que sea tu #RegaloDeNavidad http://t.co/l5rBfqjN5l http://t.co/yCw0K1YKIb","1"
"Our #MapleLeafLounge at #Heathrow is nominated for an Inter. Yacht &amp; Aviation award! Vote now: http://t.co/oZX9zMI9Y5 http://t.co/YEsjxWNZno","1"
"Thanks to our employees on the tarmac who ensure the safety of travelers this winter. You are doing a great job! http://t.co/NxW19bhxkE","1"
"Save up to $175 on your next #vacation: http://t.co/7k24PxB2Bk.  Where will you #travel this year? http://t.co/wgVcoEn3cM","1"
"RT @OpenFairSkies: Open and Fair Skies matter: join us in supporting a strong U.S. airline industry! http://t.co/1F7i2Hxtrd","1"
"Is the Greek sun calling your name? Plan your next #ACeuroescape getaway now! http://t.co/XjydLmZhbE http://t.co/L0OlPiM8cn","1"
"Philadelphia, Sacramento, Baltimore &amp; more! Great deals 'til 1pm (PST) http://t.co/NPpn5Kep4t #FlightDeals http://t.co/h37DrfQ6TM","1"
"Love it! MT @PanAmBag: It's #WingSeatWednesday! Saying goodbye to Seattle en route to ATL last month on @AlaskaAir. http://t.co/fHiBYEr6hh","1"
"Koh Samui is a tourist attraction in the one you do? If you are ready to earn BIG points, rushed to redeem tickets to fly to Koh Samui for http://t.co/1pey5m0xZD now! #AirAsia #SuratThani http://t.co/YTGBruf3Cx","1"
"#Colombia: would like to fly in our new 787? Take advantage of this promo at #NuevaYork! http://t.co/RCXIUsJGc1 http://t.co/sPF8nEhMeU","1"
"[MY] flying from Kota Kinabalu to Osaka (connecting flights) one way including taxes RM478! Come visit @SuriaSabah airline travel fair-tickets!","1"
"Old man #winter isnt giving up in #DFW. More travel options are available: http://t.co/sb5hHYzm05","1"
"When passengers are content &amp; comfortable it makes my job worthwhile.   David #AATeam Enter: http://t.co/QvWO5VP7no http://t.co/KMqu49Ds9h","1"
